index,actual_name,mapping_address,lat,lng,email,medical_director,contact,current_distance,gmaps_url
178,ROMBLON DISTRICT HOSPITAL,"ROMBLON DISTRICT HOSPITAL, MIMAROPA, ROMBLON",12.5857471,122.27166,xxx@gmail.com,Dr. Eugene N. Sionosa,xxx,Click the compass to find out!,https://www.google.com/maps/dir/?api=178
179,ABORLAN MEDICARE HOSPITAL,"ABORLAN MEDICARE HOSPITAL, MIMAROPA, PALAWAN",9.4345631,118.5494757,xxx@gmail.com,Dr. Stenely O. Manuel,xxx,Click the compass to find out!,https://www.google.com/maps/dir/?api=179
180,SOUTHERN PALAWAN PROVINCIAL HOSPITAL,"SOUTHERN PALAWAN PROVINCIAL HOSPITAL, MIMAROPA, PALAWAN",8.7931438,117.8356292,spphpalawan@ya hoo.com.ph,Dr. Amabel B. Labor,xxx,Click the compass to find out!,https://www.google.com/maps/dir/?api=180
181,CULION SANITARIUM AND GENERAL HOSPITAL,"CULION SANITARIUM AND GENERAL HOSPITAL, MIMAROPA, PALAWAN",11.8915352,120.0234139,doh_culsan@yah oo.com,"Dr. Arturo Cunanan, Jr.","09095607350/091
86427972",Click the compass to find out!,https://www.google.com/maps/dir/?api=181
182,Narra Municipal Hospital,"Narra Municipal Hospital, MIMAROPA, PALAWAN",9.2730917,118.4168997,xxx@gmail.com,Dr. Maria Arlin A. Josue,xxx,Click the compass to find out!,https://www.google.com/maps/dir/?api=182
183,NORTHERN PALAWAN PROVINCIAL HOSPITAL,"NORTHERN PALAWAN PROVINCIAL HOSPITAL, MIMAROPA, PALAWAN",10.8163075,119.4911714,npphsupply@gma il.com,Dr. Juvelito C. Ang,9365616762,Click the compass to find out!,https://www.google.com/maps/dir/?api=183
184,OSPITAL NG PALAWAN,"OSPITAL NG PALAWAN, MIMAROPA, PALAWAN, Puerto Princesa City",9.7478371,118.7442524,ospital.palawan@ yahoo.com,Dr. Melecio N. Dy,(048) 434-6864,Click the compass to find out!,https://www.google.com/maps/dir/?api=184
185,CAMP GENERAL ARTEMIO RICARTE STATION HOSPITAL,"CAMP GENERAL ARTEMIO RICARTE STATION HOSPITAL, MIMAROPA, PALAWAN, Puerto Princesa City",9.7469034,118.7709376,cgarshwescom@y ahoo.com,Maj. Wilfredo S. Abulencia,(048) 433-2311,Click the compass to find out!,https://www.google.com/maps/dir/?api=185
186,RAPU-RAPU DISTRICT HOSPITAL,"RAPU-RAPU DISTRICT HOSPITAL, BICOL, ALBAY",13.1885383,124.1316834,rapurapudistricth ospital@gmail.co m,Dr. Richmond C. Nuyda,9471806348,Click the compass to find out!,https://www.google.com/maps/dir/?api=186
187,JOSEFINA BELMONTE DURAN MEMORIAL DISTRICT HOSPITAL,"JOSEFINA BELMONTE DURAN MEMORIAL DISTRICT HOSPITAL, BICOL, ALBAY, Ligao City",13.239343,123.556444,jbdmdh@yahoo.c om,Dr. Antonio S. Ludovice,xxx,Click the compass to find out!,https://www.google.com/maps/dir/?api=187
188,LEGAZPI CITY HOSPITAL,"LEGAZPI CITY HOSPITAL, BICOL, ALBAY, Legazpi City",13.1453779,123.744704,legazpicityhospita l8818@gmail.com,"Dr. Jose Q. Relacion, Jr.",xxx,Click the compass to find out!,https://www.google.com/maps/dir/?api=188
189,BICOL REGIONAL TRAINING AND TEACHING HOSPITAL,"BICOL REGIONAL TRAINING AND TEACHING HOSPITAL, BICOL, ALBAY, Legazpi City",13.1470067,123.7247044,brtth_cares@yaho o.com,Dr. Rogelio G. Rivera,(052) 732 5591,Click the compass to find out!,https://www.google.com/maps/dir/?api=189
190,DR. LORENZO T. ZIGA MEMORIAL DISTRICT HOSPITAL (FORMERLY ZIGA MEMORIAL DISTRICT HOSPITAL),"DR. LORENZO T. ZIGA MEMORIAL DISTRICT HOSPITAL (FORMERLY ZIGA MEMORIAL DISTRICT HOSPITAL), BICOL, ALBAY, Tabaco City",13.3578823,123.7216729,"zigamemorialdistr icthospital@gmail
.com",Dr. Ma. Theresa Belarma,487-5576,Click the compass to find out!,https://www.google.com/maps/dir/?api=190
191,LABO DISTRICT HOSPITAL,"LABO DISTRICT HOSPITAL, BICOL, CAMARINES NORTE",14.1847333,122.7850135,ldh_hospital@yah oo.com,Dr. Jose Vernon A. Banal,(054) 885-0225,Click the compass to find out!,https://www.google.com/maps/dir/?api=191
192,CAMARINES NORTE PROVINCIAL HOSPITAL,"CAMARINES NORTE PROVINCIAL HOSPITAL, BICOL, CAMARINES NORTE",14.1213072,122.9569715,cnph.pho.camnort egmail.com,Dr. Rachelle O. Diezmo,(054) 440-0218,Click the compass to find out!,https://www.google.com/maps/dir/?api=192
193,BICOL REGION GENERAL HOSPITAL AND GERIATRIC MEDICAL CENTER,"BICOL REGION GENERAL HOSPITAL AND GERIATRIC MEDICAL CENTER, BICOL, CAMARINES SUR",13.766734,123.0318597,bicolsan@yahoo. com,Dr. Edgardo R. Sarmiento,054 - 472 4422,Click the compass to find out!,https://www.google.com/maps/dir/?api=193
194,LIBMANAN DISTRICT HOSPITAL,"LIBMANAN DISTRICT HOSPITAL, BICOL, CAMARINES SUR",13.7013609,123.0543468,libmananhospital @camarinessur.g ov.ph,Dr. Dennis Joseph C. Reforma,(054) 511- 8760/511-8225,Click the compass to find out!,https://www.google.com/maps/dir/?api=194
195,NAGA CITY HOSPITAL,"NAGA CITY HOSPITAL, BICOL, CAMARINES SUR, Naga City",13.6292483,123.1899316,nchospital25@gm ail.com,"Dr. Joseph S. Sanchez, MHSA, FPCHA",(056) 881-9580,Click the compass to find out!,https://www.google.com/maps/dir/?api=195
196,BICOL MEDICAL CENTER,"BICOL MEDICAL CENTER, BICOL, CAMARINES SUR, Naga City",13.6228858,123.1986953,bmc.nagacity@g mail.com,Dr. Francisco D. Sales,"054-4745041  /
4723434 /
4726131",Click the compass to find out!,https://www.google.com/maps/dir/?api=196
197,JUAN M. ALBERTO MEMORIAL DISTRICT HOSPITAL,"JUAN M. ALBERTO MEMORIAL DISTRICT HOSPITAL, BICOL, CATANDUANES",13.5977133,124.1088532,jmamdh@yahoo.c om.ph,Dr. Ma. Bessie Rodulfo- Zafe,xxx,Click the compass to find out!,https://www.google.com/maps/dir/?api=197
198,PANDAN DISTRICT HOSPITAL,"PANDAN DISTRICT HOSPITAL, BICOL, CATANDUANES",14.0465968,124.1712034,pdhthehealer@ya hoo.com,Dr. Rafael I. Mariano,xxx,Click the compass to find out!,https://www.google.com/maps/dir/?api=198
199,VIGA DISTRICT HOSPITAL,"VIGA DISTRICT HOSPITAL, BICOL, CATANDUANES",13.8716555,124.3138996,vigadistricthospit al@yahoo.com,Dr. Nerisa Guerrero,xxx,Click the compass to find out!,https://www.google.com/maps/dir/?api=199
