REGION,PROVINCE,CITY,LOCATION,OWNERSHIP_CLASS,Unnamed: 6,NAME OF HOSPITAL,ABC,MEDICAL_DIRECTOR,CLASS,SERVCE CAPABILI TY,CONTACT,EMAIL,FAX,MOBILE,REMARKS,Actual Hospital Name,Mapping_Address,lat,lng
CALABARZON,LAGUNA,,"Macaria Avenue, Pacita Complex I, San Pedro, Laguna",PVT,"EVANGELISTA MEDICAL SPECIALTY HOSPITAL, INC.",50,Dr. Cecilia C. Evangelista,General,Level 1,"808-5827 loc 214/
553-4001",evangelistamedic al@yahoo.com,NaN,NaN,NaN,NaN,"EVANGELISTA MEDICAL SPECIALTY HOSPITAL, INC.","EVANGELISTA MEDICAL SPECIALTY HOSPITAL, INC., CALABARZON, LAGUNA",14.2956294,121.4961581
CALABARZON,LAGUNA,,"Macaria Avenue, Pacita Complex I, San Pedro, Laguna",PVT,"FAMILY CARE HOSPITAL, INC.",37,Dr. Eduardo Alcantara,General,Level 1,(02) 847-6177,familycare0919@y ahoo.com,NaN,NaN,NaN,NaN,"FAMILY CARE HOSPITAL, INC.","FAMILY CARE HOSPITAL, INC., CALABARZON, LAGUNA",14.342363,121.058173
CALABARZON,LAGUNA,,"National Highway, Landayan, San Pedro, Laguna",PVT,"SAN PEDRO DOCTORS HOSPITAL, INC.",27,Dr. Laarni Versosa,General,Level 1,(02) 868-1962,spdhi_1998@yaho o.com,NaN,NaN,NaN,NaN,"SAN PEDRO DOCTORS HOSPITAL, INC.","SAN PEDRO DOCTORS HOSPITAL, INC., CALABARZON, LAGUNA",14.3488627,121.064919
CALABARZON,LAGUNA,,"National Highway, Brgy. Nueva, San Pedro, Laguna",PVT,WESTLAKE MEDICAL CENTER,85,Neilfred D. Sumaya,General,Level 2,02-5538185,westlake_ph@ym ail.com,NaN,NaN,NaN,NaN,WESTLAKE MEDICAL CENTER,"WESTLAKE MEDICAL CENTER, CALABARZON, LAGUNA",14.346959,121.065371
CALABARZON,LAGUNA,,"Famy Infanta Road, Brgy. Tunhac, Famy, Laguna",PVT,EASTERN LAGUNA MEDICAL HOSPITAL,18,Dr. Brigette Ricalde,General,Level 1,049-5019636,elmhfamy@gmail. com,NaN,NaN,NaN,NaN,EASTERN LAGUNA MEDICAL HOSPITAL,"EASTERN LAGUNA MEDICAL HOSPITAL, CALABARZON, LAGUNA",14.4398288,121.4510434
CALABARZON,LAGUNA,,"J.P. Rizal St., Brgy. Quinale, Paete, Laguna",PVT,PAETE  GENERAL  HOSPITAL,15,Dr. Nona Calabig-Agbay,General,Level 1,(049) 557-0005,paetegeneeralhos pital@yahoo.com,NaN,NaN,NaN,NaN,PAETE  GENERAL  HOSPITAL,"PAETE  GENERAL  HOSPITAL, CALABARZON, LAGUNA",14.367518,121.5299539
CALABARZON,LAGUNA,,"#782 National Highway, Brgy. Patimbao, Sta. Cruz, Laguna",PVT,"STA. CRUZ  LAGUNA POLYMEDIC, INC.",17,Dr. June R. Mendoza,General,Level 1,(049) 501-9377,mavic_victoria_vi c@yahoo.com,NaN,NaN,NaN,NaN,"STA. CRUZ  LAGUNA POLYMEDIC, INC.","STA. CRUZ  LAGUNA POLYMEDIC, INC., CALABARZON, LAGUNA",14.2678563,121.419843
CALABARZON,LAGUNA,,"#1824 J. De Leon St., Sta. Cruz, Laguna",PVT,"LAGUNA HOLY FAMILY HOSPITAL, INC.",55,Dr. Celso S. Ramos,General,Level 2,"049-
5011278/5011280
/5013567",LHFH2014@gmail. com,NaN,NaN,NaN,NaN,"LAGUNA HOLY FAMILY HOSPITAL, INC.","LAGUNA HOLY FAMILY HOSPITAL, INC., CALABARZON, LAGUNA",14.2749096,121.4194283
CALABARZON,LAGUNA,,"P. Guevarra St., Sitio Mapagmahal, Brgy. Pagsawitan, Sta. Cruz, Laguna",PVT,"LAGUNA DOCTORS HOSPITAL, INC.",96,Dr. Cenon P. San Pedro,General,Level 2,049-5013218,lagunadoctors95 @yahoo.com,NaN,NaN,NaN,NaN,"LAGUNA DOCTORS HOSPITAL, INC.","LAGUNA DOCTORS HOSPITAL, INC., CALABARZON, LAGUNA",14.2726263,121.4190933
CALABARZON,LAGUNA,,"#780 National Highway, Brgy. Patimbao, Sta.
Cruz, Laguna",PVT,SANTA CRUZ LAGUNA POLYMEDIC INC.,17,Dr. June R. Mendoza,General,Level 1,049-5019377,NaN,mavic_victoria_vic@yahoo.com,NaN,NaN,NaN,SANTA CRUZ LAGUNA POLYMEDIC INC.,"SANTA CRUZ LAGUNA POLYMEDIC INC., CALABARZON, LAGUNA",14.2678563,121.419843
CALABARZON,LAGUNA,,"L. De Leon St., Brgy. M. Acevida, Siniloan, Laguna",PVT,"SINILOAN PIONEER GENERAL HOSPITAL, INC",22,Dr. Florena P. Gualberto,General,Level 1,(049) 576-2989,spgh_21213@yah oo.com,NaN,NaN,NaN,NaN,"SINILOAN PIONEER GENERAL HOSPITAL, INC","SINILOAN PIONEER GENERAL HOSPITAL, INC, CALABARZON, LAGUNA",14.4166958,121.446466
CALABARZON,LAGUNA,Binan City,"Blk 11 Lot 3 Southwoods Ecocentrum, Business Park, Brgy. San Francisco, Biñan City, Laguna",PVT,UNIHEALTH-SOUTHWOODS HOSPITAL AND MEDICAL CENTER,100,Dr. Gemmari Dela Merced,General,Level 2,"88616386 /
87752861",admin@unihealth southwoodshospi tal.com,NaN,NaN,NaN,NaN,UNIHEALTH-SOUTHWOODS HOSPITAL AND MEDICAL CENTER,"UNIHEALTH-SOUTHWOODS HOSPITAL AND MEDICAL CENTER, CALABARZON, LAGUNA, Binan City",14.331505,121.0478714
CALABARZON,LAGUNA,Binan City,"Platero, Biñan City, Laguna",PVT,"BINAN DOCTORS' HOSPITAL, INCORPORATED",100,Dr. Leo T. Bustamante,General,Level 2,049-5119159,"s.com.ph/ Binandoctors197 @gmail,com",NaN,NaN,NaN,NaN,"BINAN DOCTORS' HOSPITAL, INCORPORATED","BINAN DOCTORS' HOSPITAL, INCORPORATED, CALABARZON, LAGUNA, Binan City",14.325948,121.092151
CALABARZON,LAGUNA,Binan City,"Brgy. Sto. Niño, Biñan, Laguna",PVT,UPH-DR. JOSE G. TAMAYO MEDICAL CENTER,250,Dr. Ana Sofia Victoria S. Fajardo,General,Level 3,02-7795310-21,hospital@phmch. com,NaN,NaN,NaN,NaN,UPH-DR. JOSE G. TAMAYO MEDICAL CENTER,"UPH-DR. JOSE G. TAMAYO MEDICAL CENTER, CALABARZON, LAGUNA, Binan City",14.3306171,121.0854048
CALABARZON,LAGUNA,Calamba City,"#13 National Highway (Crossing), Brgy. Real, Calamba City, Laguna",PVT,"CALAMBA MEDICAL CENTER, INC.",122,Dr. Marie Catherine Grace J. Remollino,General,Level 2,"049-5459162-63-
65",calambamed@cm c.ph,NaN,NaN,NaN,NaN,"CALAMBA MEDICAL CENTER, INC.","CALAMBA MEDICAL CENTER, INC., CALABARZON, LAGUNA, Calamba City",14.2063963,121.1530018
CALABARZON,LAGUNA,Calamba City,"J. Yulo Avenue, Barangay Canlubang, Calamba City, Laguna",PVT,"GLOBAL CARE MEDICAL CENTER OF CANLUBANG, INC.",91,Dr. Elizabeth S. Carreon,general,Level 2,049-5205626,gcmccanlubang@ gmail.com,NaN,NaN,NaN,NaN,"GLOBAL CARE MEDICAL CENTER OF CANLUBANG, INC.","GLOBAL CARE MEDICAL CENTER OF CANLUBANG, INC., CALABARZON, LAGUNA, Calamba City",14.2119819,121.1141694
CALABARZON,LAGUNA,Calamba City,"Km. 49, National Highway, Parian, Calamba City, Laguna",PVT,CALAMBA DOCTORS' HOSPITAL,120,Dr. Domingo O. Amistad,General,Level 2,049-5457371,"amsi_cdh@yahoo
.com",NaN,NaN,NaN,NaN,CALAMBA DOCTORS' HOSPITAL,"CALAMBA DOCTORS' HOSPITAL, CALABARZON, LAGUNA, Calamba City",14.217535,121.1421914
CALABARZON,LAGUNA,Calamba City,"National Highway, Halang, Calamba City, Laguna",PVT,PAMANA MEDICAL CENTER,72,Dr. Louie D. Bagos,General,Level 1,"(049) 502-8850/
(049) 545-6858",pamana_medical_ center@yahoo.co m,NaN,NaN,NaN,NaN,PAMANA MEDICAL CENTER,"PAMANA MEDICAL CENTER, CALABARZON, LAGUNA, Calamba City",14.1983573,121.1615578
CALABARZON,LAGUNA,Calamba City,"Parian, Calamba City, Laguna",PVT,"ST. JOHN  THE BAPTIST MEDICAL CENTER, INC.",35,Dr. Zenaida Torres,General,Level 1,(049) 545-7258,sjbmi@yahoo.co m,NaN,NaN,NaN,NaN,"ST. JOHN  THE BAPTIST MEDICAL CENTER, INC.","ST. JOHN  THE BAPTIST MEDICAL CENTER, INC., CALABARZON, LAGUNA, Calamba City",14.1876712,121.1250825
CALABARZON,LAGUNA,Calamba City,"218 j.p. Rizal St., Calamba City, Laguna",PVT,GAMEZ  HOSPITAL,12,Dr. Digna M. Gamez,General,Level 1,(0490 545-3461,gamezman@yaho o.com,NaN,NaN,NaN,NaN,GAMEZ  HOSPITAL,"GAMEZ  HOSPITAL, CALABARZON, LAGUNA, Calamba City",14.1876712,121.1250825
CALABARZON,LAGUNA,Cabuyao City,"National Highway, Brgy. Barlic, Cabuyao City",PVT,"GLOBAL MEDICAL CENTER OF LAGUNA, INC.",90,Dr. Rocky Danila S. Willis,General,Level 2,0917-8617500,NaN,NaN,NaN,NaN,NaN,"GLOBAL MEDICAL CENTER OF LAGUNA, INC.","GLOBAL MEDICAL CENTER OF LAGUNA, INC., CALABARZON, LAGUNA, Cabuyao City",14.2333922,121.1347256
CALABARZON,LAGUNA,Cabuyao City,"Rosario Village Brgy. Sala, Cabuyao City, Laguna",PVT,"HOLY ROSARY OF CABUYAO HOSPITAL, INC",43,Dr. Donnabelle P. Miranda,General,Level 1,(049) 508-0434,"hr_hrochi@yahoo
.com.ph",NaN,NaN,NaN,NaN,"HOLY ROSARY OF CABUYAO HOSPITAL, INC","HOLY ROSARY OF CABUYAO HOSPITAL, INC, CALABARZON, LAGUNA, Cabuyao City",14.272182,121.12385
CALABARZON,LAGUNA,Cabuyao City,"12 National Road, Barrio Sala, City of Cabuyao, Laguna",PVT,"FIRST CABUYAO HOSPITAL AND MEDICAL CENTER, INC.",100,Dr. Romeo R. Sy,General,Level 2,"02-8768383 / 049-
5598090",firstcare@fchmci. com/ acc.rco@fchmci.c om,NaN,NaN,NaN,NaN,"FIRST CABUYAO HOSPITAL AND MEDICAL CENTER, INC.","FIRST CABUYAO HOSPITAL AND MEDICAL CENTER, INC., CALABARZON, LAGUNA, Cabuyao City",14.266694,121.1260757
CALABARZON,LAGUNA,San Pablo City,"C. Colago Avenue, San Pablo City, Laguna",PVT,"COMMUNITY GENERAL HOSPITAL OF SAN PABLO CITY, INC.",99,Dr. Aristeo C. Alvero,General,Level 2,049-5628013,cgh_sanpablo@y ahoo.com,NaN,NaN,NaN,NaN,"COMMUNITY GENERAL HOSPITAL OF SAN PABLO CITY, INC.","COMMUNITY GENERAL HOSPITAL OF SAN PABLO CITY, INC., CALABARZON, LAGUNA, San Pablo City",14.0730241,121.3129027
CALABARZON,LAGUNA,San Pablo City,"P. Alcantara St., San Pablo City, Laguna",PVT,"IMMACULATE CONCEPTION HOSPITAL OF SAN PABLO CITY, INCORPORATED",25,Dr. Jacinta R. Reyes,General,Level 1,(049) 562-8056,ichospital1974@g mail.com,NaN,NaN,NaN,NaN,"IMMACULATE CONCEPTION HOSPITAL OF SAN PABLO CITY, INCORPORATED","IMMACULATE CONCEPTION HOSPITAL OF SAN PABLO CITY, INCORPORATED, CALABARZON, LAGUNA, San Pablo City",14.0690833,121.3224636
CALABARZON,LAGUNA,San Pablo City,"Farconville Subd. San Francisco, San Pablo City, Laguna",PVT,STS. FRANCIS & PAUL GENERAL HOSPITAL,30,Dr. Noel Q. Alidio,General,Level 1,(049) 562-8097,sfpgh74@yahoo.c om,NaN,NaN,NaN,NaN,STS. FRANCIS & PAUL GENERAL HOSPITAL,"STS. FRANCIS & PAUL GENERAL HOSPITAL, CALABARZON, LAGUNA, San Pablo City",14.0642108,121.3233369
CALABARZON,LAGUNA,San Pablo City,"Maharlika Highway, Brgy. San Rafael, San Pablo City, Laguna",PVT,SAN PABLO COLLEGES MEDICAL CENTER,135,Dr. Roy A. Gutierrez,General,Level 2,049-5620726,spcmedicalcenter @gmail.com,NaN,NaN,NaN,NaN,SAN PABLO COLLEGES MEDICAL CENTER,"SAN PABLO COLLEGES MEDICAL CENTER, CALABARZON, LAGUNA, San Pablo City",14.0670772,121.3276139
CALABARZON,LAGUNA,San Pablo City,"#55 A. Mabini St., San Pablo City, Laguna",PVT,SAN PABLO DOCTORS HOSPITAL,60,Dr. Carlo M. Brion,General,Level 2,049-5624069,spdhinc_66@yah oo.com,NaN,NaN,NaN,NaN,SAN PABLO DOCTORS HOSPITAL,"SAN PABLO DOCTORS HOSPITAL, CALABARZON, LAGUNA, San Pablo City",14.0731305,121.3243271
CALABARZON,LAGUNA,Sta. Rosa City,"Provincial Road, Balibago, City of Santa Rosa, Laguna",PVT,"BALIBAGO POLYCLINIC AND HOSPITAL, INC.",25,Dr. Rhodora A. Ramirez,General,Level 1,(049) 534-1591,bph_srl@yahoo.c om,NaN,NaN,NaN,NaN,"BALIBAGO POLYCLINIC AND HOSPITAL, INC.","BALIBAGO POLYCLINIC AND HOSPITAL, INC., CALABARZON, LAGUNA, Sta. Rosa City",14.2973701,121.1067294
CALABARZON,LAGUNA,Sta. Rosa City,"Rizal Blvd. Brgy. Tagapo, Sta. Rosa City, Laguna",PVT,CITYMEDIC EMERGENCY HOSPITAL CORPORATION,25,Dr. Ann Laurine De Guzman - Manuel,General,Level 1,(049) 302-6356,citymedic4a@yah oo.com,NaN,NaN,NaN,NaN,CITYMEDIC EMERGENCY HOSPITAL CORPORATION,"CITYMEDIC EMERGENCY HOSPITAL CORPORATION, CALABARZON, LAGUNA, Sta. Rosa City",14.3163151,121.1079366
CALABARZON,LAGUNA,Sta. Rosa City,"816-A J.P. Rizal Blvd. Brgy. Tagapo, City of Sta Rosa, Laguna",PVT,MARIAN HOSPITAL OF STA. ROSA INC.,24,Dr. Rhonnel B. Foronda,General,Level 1,(049) 502-1358,marian08_hospital @yahoo.com,NaN,NaN,NaN,NaN,MARIAN HOSPITAL OF STA. ROSA INC.,"MARIAN HOSPITAL OF STA. ROSA INC., CALABARZON, LAGUNA, Sta. Rosa City",14.2999851,121.107279
CALABARZON,LAGUNA,Sta. Rosa City,"Mariquita Pueblo, Dita, Sta. Rosa City, Laguna",PVT,"ST. JAMES HOSPITAL, INC.",80,"Dr. Marissa S, Santiago",General,Level 2,049-5341254,stjames1993@yah oo.com,NaN,NaN,NaN,NaN,"ST. JAMES HOSPITAL, INC.","ST. JAMES HOSPITAL, INC., CALABARZON, LAGUNA, Sta. Rosa City",14.2391134,121.1361996
CALABARZON,LAGUNA,Sta. Rosa City,"RSBS Blvd., San Lorenzo South Balibago, Sta. Rosa City, Laguna",PVT,"UNIHEALTH-STA. ROSA HOSPITAL AND MEDICAL CENTER, INC.
(formerly STA. ROSA HOSPITAL AND MEDICAL CENTER)",99,Dr. Rolando L. Dela Merced,General,Level 2,049-5080915,sydney_sapno@y ahoo.com,NaN,NaN,NaN,NaN,"UNIHEALTH-STA. ROSA HOSPITAL AND MEDICAL CENTER, INC.
(formerly STA. ROSA HOSPITAL AND MEDICAL CENTER)","UNIHEALTH-STA. ROSA HOSPITAL AND MEDICAL CENTER, INC.
(formerly STA. ROSA HOSPITAL AND MEDICAL CENTER), CALABARZON, LAGUNA, Sta. Rosa City",14.287063,121.09553
CALABARZON,LAGUNA,Sta. Rosa City,"Nuvali North, Barangay Sto. Domingo, Sta. Rosa City, Laguna",PVT,QUALIMED HEALTH NETWORK STA ROSA,102,Dr. Lilibeth M. Maravilla,General,Level 2,049-33024015,rparboleda@quali med.cpm.ph,NaN,NaN,NaN,NaN,QUALIMED HEALTH NETWORK STA ROSA,"QUALIMED HEALTH NETWORK STA ROSA, CALABARZON, LAGUNA, Sta. Rosa City",14.2326603,121.0526422
CALABARZON,LAGUNA,Sta. Rosa City,"Greenfield City, Brgy. Don Jose, Sta. Rosa City, Laguna",PVT,THE MEDICAL CITY SOUTH LUZON,100,Dr. Jose Antonio M. Salud,General,Level 2,049-5440120,NaN,NaN,NaN,NaN,NaN,THE MEDICAL CITY SOUTH LUZON,"THE MEDICAL CITY SOUTH LUZON, CALABARZON, LAGUNA, Sta. Rosa City",14.2484642,121.0672258
CALABARZON,LAGUNA,Sta. Rosa City,"National Highway, Tagapo, Santa Rosa, Laguna",PVT,NEW SINAI MDI HOSPITAL,66,Dr. Emmanuel L. Padilla,General,Level 2,02-7590634,nsmdih_starosa@ yahoo.com,NaN,NaN,NaN,NaN,NEW SINAI MDI HOSPITAL,"NEW SINAI MDI HOSPITAL, CALABARZON, LAGUNA, Sta. Rosa City",14.3177969,121.0983998
CALABARZON,QUEZON,,"147 Quezon St. Brgy Zone 1-Poblacion, Atimonan, Quezon",PVT,"NUESTRA SEÑORA DE LOS ANGELES GENERAL HOSPITAL, INC.",25,Dr. Romane Jesus E. Pillar,General,Level 1,(042) 316-5390,romane_pilar@ya hoo.com,NaN,NaN,NaN,NaN,"NUESTRA SEÑORA DE LOS ANGELES GENERAL HOSPITAL, INC.","NUESTRA SEÑORA DE LOS ANGELES GENERAL HOSPITAL, INC., CALABARZON, QUEZON",14.0007067,121.9242471
CALABARZON,QUEZON,,"San Isidro St., Talolong, Lopez, Quezon",PVT,HOLY ROSARY HOSPITAL,60,Dr. Amancio H. Caponpon Jr.,General,Level 1,"(042) 302-5255/
(042) 302-7158",holyrosaryhospita l@yahoo.com,NaN,NaN,NaN,NaN,HOLY ROSARY HOSPITAL,"HOLY ROSARY HOSPITAL, CALABARZON, QUEZON",13.8822043,122.261164
CALABARZON,QUEZON,,"Maharlika Highway, Brgy. Danlagan, Lopez, Quezon",PVT,"LOPEZ SAINT JUDE GENERAL HOSPITAL, CORP.",65,Dr. Maria Madonna A. Peralta,General,Level 1,(042) 302-5244,lopezstjude@yah oo.com,NaN,NaN,NaN,NaN,"LOPEZ SAINT JUDE GENERAL HOSPITAL, CORP.","LOPEZ SAINT JUDE GENERAL HOSPITAL, CORP., CALABARZON, QUEZON",13.8830268,122.2568679
CALABARZON,QUEZON,,"Aguinaldo cor Tanyada San Diego, Gumaca, Quezon",PVT,SAN DIEGO DE ALCALA GEN. HOSPITAL,20,Dr. Allan Hilario,General,Level 1,(042) 317-4829,sdagh_gumaca@y ahoo.com,NaN,NaN,NaN,NaN,SAN DIEGO DE ALCALA GEN. HOSPITAL,"SAN DIEGO DE ALCALA GEN. HOSPITAL, CALABARZON, QUEZON",13.9346903,121.947311
CALABARZON,QUEZON,,"Km 194 Maharlika Highway, Brgy. Rosario, Gumaca, Quezon",PVT,"RAKKK PROPHET MEDICAL CENTER, INC.",50,Dr. Leovigildo L. Leopando,General,Level 2,3177857/3177856,rakkkpmci@yaho o.com,NaN,NaN,NaN,NaN,"RAKKK PROPHET MEDICAL CENTER, INC.","RAKKK PROPHET MEDICAL CENTER, INC., CALABARZON, QUEZON",13.9321915,122.0920068
CALABARZON,QUEZON,,NaN,PVT,LUCBAN MMG HOSPITAL,30,Dr. Myrna Cabungcal,General,Level 1,(042) 540-8312,NaN,NaN,NaN,NaN,NaN,LUCBAN MMG HOSPITAL,"LUCBAN MMG HOSPITAL, CALABARZON, QUEZON",14.1065283,121.568771
CALABARZON,QUEZON,,"Manuel L. Quezon St., Calauag, Quezon",PVT,CALAUAG ST. PETER GENERAL HOSPITAL,40,Dr. Dinna Blanca L. Valena,General,Level 1,(042) 793-2216,"st.peter78@yahoo
.com",NaN,NaN,NaN,NaN,CALAUAG ST. PETER GENERAL HOSPITAL,"CALAUAG ST. PETER GENERAL HOSPITAL, CALABARZON, QUEZON",13.9577099,122.2860594
CALABARZON,QUEZON,,"Mangilag Sur, Candelaria, Quezon",PVT,"UNITED CANDELARIA DOCTORS, INC.",82,Dr. Conrado C. Bukid,General,Level 2,042-5852114,"unitedcandelariad octorshospital@g mail,com",NaN,NaN,NaN,NaN,"UNITED CANDELARIA DOCTORS, INC.","UNITED CANDELARIA DOCTORS, INC., CALABARZON, QUEZON",13.9301875,121.4515625
CALABARZON,QUEZON,,"Regidor St., Poblacion, Candelaria, Quezon",PVT,"PETER PAUL MEDICAL CENTER OF CANDELARIA, INC.",60,Dr. Techie F. Calibuso,General,Level 2,042-5854531,pppch_1948@yah oo.com,NaN,NaN,NaN,NaN,"PETER PAUL MEDICAL CENTER OF CANDELARIA, INC.","PETER PAUL MEDICAL CENTER OF CANDELARIA, INC., CALABARZON, QUEZON",13.9264379,121.4235221
CALABARZON,QUEZON,,"Gen Luna. Cor Dalitiwan St., Brgy I, Sariaya, Quezon",NaN,GREG HOSPITAL-SARIAYA INC.,20,Dr. Potenciano A. Andaman,General,Level 1,(042) 717-0126,greghospital_agc @yahoo.com,NaN,NaN,NaN,NaN,GREG HOSPITAL-SARIAYA INC.,"GREG HOSPITAL-SARIAYA INC., CALABARZON, QUEZON",13.9628522,121.5226317
CALABARZON,QUEZON,Lucena City,"Allarey Extension, Brgy I, Lucena City, Quezon",PVT,MOUNT CARMEL DIOCESAN GENERAL HOSPITAL,178,Most Rev. Mel Rey M. Uy,General,Level 2,042-7102576-77,mcdgh_lucena@y ahoo.com,NaN,NaN,NaN,NaN,MOUNT CARMEL DIOCESAN GENERAL HOSPITAL,"MOUNT CARMEL DIOCESAN GENERAL HOSPITAL, CALABARZON, QUEZON, Lucena City",13.9408018,121.6111173
CALABARZON,QUEZON,Lucena City,"Red-V, Maharlika Hi-way, Ibabang Dupay, Lucena City, Quezon",PVT,LUCENA MMG GENERAL HOSPITAL,122,Dr. David C. Bacungan,General,Level 2,042-3735925,lucenammghosp @yahoo.com,NaN,NaN,NaN,NaN,LUCENA MMG GENERAL HOSPITAL,"LUCENA MMG GENERAL HOSPITAL, CALABARZON, QUEZON, Lucena City",13.944977,121.630915
CALABARZON,QUEZON,Lucena City,"P. Gomez Ext., Red-V, Ibabang Dupay, Lucena City",PVT,"ST. ANNE GENERAL HOSPITAL, INC.",80,Dr. Anna Andaman Villanueva,General,Level 2,042-7102218,saghiofficial@yah oo.com.ph,NaN,NaN,NaN,NaN,"ST. ANNE GENERAL HOSPITAL, INC.","ST. ANNE GENERAL HOSPITAL, INC., CALABARZON, QUEZON, Lucena City",13.9375686,121.6186825
CALABARZON,QUEZON,Lucena City,"Barangay Isabang, Lucena City, Quezon",PVT,LUCENA UNITED DOCTORS HOSPITAL AND MEDICAL CENTER,111,Dr. Alfredo L. Batario,General,Level 2,042-3736161-64,ludhmc@yahoo.c om.ph,NaN,NaN,NaN,NaN,LUCENA UNITED DOCTORS HOSPITAL AND MEDICAL CENTER,"LUCENA UNITED DOCTORS HOSPITAL AND MEDICAL CENTER, CALABARZON, QUEZON, Lucena City",13.947331,121.585288
CALABARZON,QUEZON,City of Tayabas,"National Road, Brgy. Wakas, City of Tayabas, Quezon",PVT,"TAYABAS COMMUNITY HOSPITAL, INC.",80,Dr. Jeremias M. Gonzales,General,Level 2,042-7932216,tchi1976@yahoo.c om.ph,NaN,NaN,NaN,NaN,"TAYABAS COMMUNITY HOSPITAL, INC.","TAYABAS COMMUNITY HOSPITAL, INC., CALABARZON, QUEZON, City of Tayabas",14.020667,121.597399
CALABARZON,RIZAL,,"#1 Rainbow Village, Quezon Avenue, Angono, Rizal",PVT,"ANGONO MEDICS HOSPITAL, INC.",87,Dr. Edith S. Tria,General,Level 1,451-1996 loc 110,angonomedicsho spital@ymail.com,NaN,NaN,NaN,NaN,"ANGONO MEDICS HOSPITAL, INC.","ANGONO MEDICS HOSPITAL, INC., CALABARZON, RIZAL",14.531259,121.152869
CALABARZON,RIZAL,,"119 Quezon Avenue, San Isidro, Angono, Rizal",PVT,SAN ISIDRO HOSPITAL,20,Dr. Dominador E. Marcelino,General,Level 1,"451-2397/ 651-
0954",sanisidro_hospita l119@yahoo.com,NaN,NaN,NaN,NaN,SAN ISIDRO HOSPITAL,"SAN ISIDRO HOSPITAL, CALABARZON, RIZAL",14.525733,121.15323
CALABARZON,RIZAL,,"899 National Road, Brgy. Pag-Asa, Binangonan, Rizal",PVT,PAG-ASA HOSPITAL,27,Dr. Maria Rosiete M. Samson,General,Level 1,651-3962,pagasahosp@yah oo.com.ph,NaN,NaN,NaN,NaN,PAG-ASA HOSPITAL,"PAG-ASA HOSPITAL, CALABARZON, RIZAL",14.5205833,121.1562763
CALABARZON,RIZAL,,"Km. 31, Manila East Road, Barangay Tagpos, Binangonan, Rizal",PVT,"BINANGONAN LAKEVIEW HOSPITAL, INC.",88,Dr. Ma. Ignatius E. Cordova,General,Level 2,"5700791/5708663
loc. 124",binangonanlakevi ew@hotmail.com,NaN,NaN,NaN,NaN,"BINANGONAN LAKEVIEW HOSPITAL, INC.","BINANGONAN LAKEVIEW HOSPITAL, INC., CALABARZON, RIZAL",14.5025272,121.1701473
CALABARZON,RIZAL,,"#82 J.P. Rizal St. Manggahan, Rodriguez, Rizal",PVT,H VILL HOSPITAL,60,Dr. Ma. Teresa H. Villa- Abrille,General,Level 1,"997-9627/ 997-
8949",hvill.hospital@ya hoo.com,NaN,NaN,NaN,NaN,H VILL HOSPITAL,"H VILL HOSPITAL, CALABARZON, RIZAL",14.726686,121.142962
CALABARZON,RIZAL,,"A. Rodriguez Avenue, San Roque, Cainta, Rizal",PVT,METRO RIZAL DOCTORS HOSPITAL AND HEALTH SERVICES COOPERATIVE,33,Dr. Maria Scarlette Medina,General,Level 1,"656-9994/ 656-
4370",mrdhsc_2003@ya hoo.com,NaN,NaN,NaN,NaN,METRO RIZAL DOCTORS HOSPITAL AND HEALTH SERVICES COOPERATIVE,"METRO RIZAL DOCTORS HOSPITAL AND HEALTH SERVICES COOPERATIVE, CALABARZON, RIZAL",14.5827912,121.1141958
CALABARZON,RIZAL,,"Km. 21 Ortigas Ave. Extension, corner Brookside Hills Subd., Brgy. San Isidro, Cainta, Rizal",PVT,"ORTIGAS HOSPITAL AND HEALTHCARE CENTER, INC.",110,Dr. Rico M. Rayos Del Sol,General,Level 2,2466555,cesma0112258@g mail.com,NaN,NaN,NaN,NaN,"ORTIGAS HOSPITAL AND HEALTHCARE CENTER, INC.","ORTIGAS HOSPITAL AND HEALTHCARE CENTER, INC., CALABARZON, RIZAL",14.5858333,121.1178679
CALABARZON,RIZAL,,"491 Governor Martinez St., San Juan, Morong, Rizal",PVT,MORONG DOCTOR'S HOSPITAL,35,Dr. Don F. Soriano,General,Level 1,653-2491,morongdoctorsho spital06@yahoo.c om,NaN,NaN,NaN,NaN,MORONG DOCTOR'S HOSPITAL,"MORONG DOCTOR'S HOSPITAL, CALABARZON, RIZAL",14.5143927,121.2391147
CALABARZON,RIZAL,,"#60 General Luna, Banaba, San Mateo, Rizal",PVT,"ST. MATTHEUS MEDICAL HOSPITAL, INC.",50,Dr. Maria Digna C Sabaot,General,Level 1,997-1741,stmattheus_medic alhospital@hotma il.ph,NaN,NaN,NaN,NaN,"ST. MATTHEUS MEDICAL HOSPITAL, INC.","ST. MATTHEUS MEDICAL HOSPITAL, INC., CALABARZON, RIZAL",14.6737835,121.1098312
CALABARZON,Rizal,,"General Luna Ave., Brgy. Ampid 2, San Mateo, Rizal",PVT,"SAN MATEO MEDICAL CENTER,
INC.  (new)",100,Dr. Juan Paolo Dc. Lagunsad,General,Level 2,NaN,sanmateomedical centerampid@gm ail.com,NaN,NaN,NaN,NaN,"SAN MATEO MEDICAL CENTER,
INC.  (new)","SAN MATEO MEDICAL CENTER,
INC.  (new), CALABARZON, Rizal",14.6852633,121.1157923
