,REGION,PROVINCE,CITY,LOCATION,OWNERSHIP CLASS.,,NAME OF HOSPITAL,ABC,MEDICAL DIRECTOR/ CHIEF OF HOSPITAL,CLASS,SERVCE CAPABILI TY,CONTACT NOS.,E-MAIL ADDRESS,FAX NO.,MOBILE NO.,REMARKS,Actual Hospital Name
743,CALABARZON,CAVITE,Bacoor City,"115 Daang Hari Road, Molino IV, Bacoor, Cavite",PVT,"SOUTH CITY HOSPITAL AND MEDICAL CENTER, INC.",100,Dr. Vitus Talla,General,Level 2,"046-4198240 / 02-
2499100",,,,,,"SOUTH CITY HOSPITAL AND MEDICAL CENTER, INC."
744,CALABARZON,CAVITE,Cavite City,"Manila-Cavite Road, Dalahican, Cavite City",PVT,CAVITE MEDICAL CENTER,25,Dr. Dante Mark D. Udasco,General,Level 2,046-4319988,cavitemed2005@y ahoo.com,4315650,,,,CAVITE MEDICAL CENTER
745,CALABARZON,CAVITE,City of Dasmariñas,"Sampaloc I, Dasmariñas City, Cavite",PVT,ASIA MEDIC FAMILY HOSPITAL & MEDICAL CENTER,77,Dr. Jacqueline R. Salagubang,General,Level 1,"(046)416-1110/
(046) 416-0720",dpo.amfhmc@yah oo.com,,,,,ASIA MEDIC FAMILY HOSPITAL & MEDICAL CENTER
746,CALABARZON,CAVITE,City of Dasmariñas,"24 Camerino Avenue, Zone 4 City of Dasmariñas, Cavite",PVT,GMF HOSPITAL,50,Milagros T. Barzaga,General,Level 1,(046) 435-2624,gmfhospital@gma il.com,,,,,GMF HOSPITAL
747,CALABARZON,CAVITE,City of Dasmariñas,"Salawag Crossing, Barangay Salawag, City of Dasmariñas, Cavite",PVT,"DASMARIÑAS CITY MEDICAL CENTER, INC.",60,Dr. Roselle A. Aguinaldo,General,Level 2,046-4839000,,4839021,,,,"DASMARIÑAS CITY MEDICAL CENTER, INC."
748,CALABARZON,CAVITE,City of Dasmariñas,"Gov. Dominador I. Mangubat Avenue,  Zone 4, City of Dasmariñas, Cavite",PVT,DE LA SALLE UNIVERSITY MEDICAL CENTER,250,"Dr. Roberto A. Espos, Jr.",General,Level 3,"02-9883100/046-
4818000",http://www.dlshsi. edu.ph,4818002,,,,DE LA SALLE UNIVERSITY MEDICAL CENTER
749,CALABARZON,CAVITE,City of Dasmariñas,"Burol II, Bagong Bayan, Dasmariñas, Cavite",PVT,"ST. PAUL HOSPITAL CAVITE, INC.",50,Dr. Ma. Rita M. Pagkatipunan,General,Level 2,046-4818270-73,sphcavite.2007@g mail.com,4841988,,dec. 100-50 (2/23/2021),,"ST. PAUL HOSPITAL CAVITE, INC."
750,CALABARZON,CAVITE,City of Dasmariñas,"Brgy. Salitran 2, Dasmariñas City, Cavite",PVT,EMILIO AGUINALDO COLLEGE MEDICAL CENTER CAVITE,154,Dr. Genalyn P. Trias,General,Level 2,046-4163010,eacmedcavite@g mail.com/administ ration@eacmed.or g.ph,"4166657/51
94210",,,,EMILIO AGUINALDO COLLEGE MEDICAL CENTER CAVITE
751,CALABARZON,CAVITE,Imus City,"Justineville II, Subdivision 2, Palico, Imus, Cavite",PVT,"IMUS FAMILY HOSPITAL, INC.",15,Dr. Alyer M. Alestante,General,Level 1,(046) 471-6403,imusfamilyhospita l_96@yahoo.com,,,,,"IMUS FAMILY HOSPITAL, INC."
752,CALABARZON,CAVITE,Imus City,"M. Paredes Bldg., Aguinaldo Highway, Bayan Luma 4, Imus City, Cavite",PVT,"PAREDES MEDICAL CENTER AND HOSPITAL, INC.",17,Dr. Simeon Recio,General,Level 1,(046) 471-3281,"pmc_0305@yahoo
.com",,,,,"PAREDES MEDICAL CENTER AND HOSPITAL, INC."
753,CALABARZON,CAVITE,Imus City,"Tamsui Avenue, Bayan Luma, Imus, Cavite",PVT,OUR LADY OF THE PILLAR MEDICAL CENTER,100,Dr. Gina C. Aniceto,General,Level 2,"046-
4723773/4355900",olpmcenter@yaho o.com,4723191,,,,OUR LADY OF THE PILLAR MEDICAL CENTER
754,CALABARZON,CAVITE,Imus City,"Diversion Road, Palico IV, Imus, Cavite",PVT,MEDICAL CENTER IMUS,90,Dr. Ricardo M. Beroncal,General,Level 2,046-4722220,mci_presidents_o ffice@yahoo.com,4723031,,,,MEDICAL CENTER IMUS
755,CALABARZON,CAVITE,Imus City,"Aguinaldo Highway, Anabu I, Imus City",PVT,"CITY OF IMUS DOCTORS HOSPITAL, INC.",100,Dr. Jose Maria J. Sembrano,General,Level 2,,joyce_natural@ya hoo.com,,,,,"CITY OF IMUS DOCTORS HOSPITAL, INC."
756,CALABARZON,CAVITE,Imus City,"D.C. Ilano Blvd., Anabu 2C, City of Imus, Cavite",PVT,"SOUTH IMUS SPECIALIST HOSPITAL, INC.",100,Dr. Chito Abellar,General,Level 2,0917-5591680,honradachermane @yahoo.com,,,,,"SOUTH IMUS SPECIALIST HOSPITAL, INC."
757,CALABARZON,CAVITE,Tagaytay City,"E. Aguinaldo Highway, Silang Crossing East, Rotonda, Tagaytay City",PVT,"TAGAYTAY MEDICAL CENTER, INC.",90,Dr. Rafael E. Rodriguez,General,Level 2,"02-
5844209/4143954",,,,,,"TAGAYTAY MEDICAL CENTER, INC."
758,CALABARZON,CAVITE,Trece Martires City,"Brgy. De Ocampo, Trece Martires, Cavite",PVT,M.V. SANTIAGO MEDICAL CENTER,75,Dr. Manuel V. Santiago,General,Level 1,"(046) 419-3340/
(046) 419-0174",mvsmc@gmail.co m,,,,,M.V. SANTIAGO MEDICAL CENTER
759,CALABARZON,LAGUNA,,"National highway, Brgy. Maitim. Bay, Laguna",PVT,"GLOBAL CARE MEDICAL CENTER OF BAY, INC.",80,Dr. Robert Joseph Almoro,General,Level 2,0917-6257368,rjalmoromd@yah oo.com,,,,,"GLOBAL CARE MEDICAL CENTER OF BAY, INC."
760,CALABARZON,LAGUNA,,"#8817 National Highway, Batong Malake, Los Baños, Laguna",PVT,HEALTHSERV LOS BANOS MEDICAL CENTER,92,Dr. Rhodora D. Ocampo,General,Level 2,049-5364858,healthserv@yaho o.com,,,,,HEALTHSERV LOS BANOS MEDICAL CENTER
761,CALABARZON,LAGUNA,,"Brgy. Batong Malake, Los Baños, Laguna",PVT,LOS BANOS DOCTORS HOSPITAL AND MEDICAL CENTER INCORPORATED,80,Dr. Ernesto A. Pua,General,Level 2,049-5360100,lbdhmc@yahoo.c om,,,,,LOS BANOS DOCTORS HOSPITAL AND MEDICAL CENTER INCORPORATED
762,CALABARZON,LAGUNA,,"Lopez Avenue, Batong Malake, Los Banos, Laguna",PVT,ST. JUDE FAMILY HOSPITAL,35,Dr. Norman Lorenzo Alidio,General,Level 1,(049) 536-1982,st.jude_hospital@ yahoo.com.ph,,,,,ST. JUDE FAMILY HOSPITAL
763,CALABARZON,LAGUNA,,"#564 Mabini St. Pagsanjan, Laguna",PVT,CHRISTIAN GENERAL HOSPITAL,20,Dr. Maria Isabelita Abella,General,Level 1,(049) 501-8281,drabella_cgh@ya hoo.com,,,,,CHRISTIAN GENERAL HOSPITAL
764,CALABARZON,LAGUNA,,"Sampalocan, Pagsanjan, Laguna",PVT,PAGSANJAN MEDICAL CLINIC AND GENERAL HOSPITAL,25,Dr. Susie L. Unson,General,Level 1,(049) 501-4228,pagsanjan_med_p mci@yahoo.com,,,,,PAGSANJAN MEDICAL CLINIC AND GENERAL HOSPITAL
765,CALABARZON,LAGUNA,,"Lot 9 & 10 Amante Subd., Brgy. Nueva, San Pedro, Laguna",PVT,"DIVINE MERCY HOSPITAL, INC.",54,Dr. Anicia Charito M. Mendoza,General,Level 1,(049)536-8501,divine_mercy_hos pital@yahoo.com,,,,,"DIVINE MERCY HOSPITAL, INC."
766,CALABARZON,LAGUNA,,"Macaria Avenue, Pacita Complex I, San Pedro, Laguna",PVT,"EVANGELISTA MEDICAL SPECIALTY HOSPITAL, INC.",50,Dr. Cecilia C. Evangelista,General,Level 1,"808-5827 loc 214/
553-4001",evangelistamedic al@yahoo.com,,,,,"EVANGELISTA MEDICAL SPECIALTY HOSPITAL, INC."
767,CALABARZON,LAGUNA,,"Macaria Avenue, Pacita Complex I, San Pedro, Laguna",PVT,"FAMILY CARE HOSPITAL, INC.",37,Dr. Eduardo Alcantara,General,Level 1,(02) 847-6177,familycare0919@y ahoo.com,,,,,"FAMILY CARE HOSPITAL, INC."
768,CALABARZON,LAGUNA,,"National Highway, Landayan, San Pedro, Laguna",PVT,"SAN PEDRO DOCTORS HOSPITAL, INC.",27,Dr. Laarni Versosa,General,Level 1,(02) 868-1962,spdhi_1998@yaho o.com,,,,,"SAN PEDRO DOCTORS HOSPITAL, INC."
769,CALABARZON,LAGUNA,,"National Highway, Brgy. Nueva, San Pedro, Laguna",PVT,WESTLAKE MEDICAL CENTER,85,Neilfred D. Sumaya,General,Level 2,02-5538185,westlake_ph@ym ail.com,,,,,WESTLAKE MEDICAL CENTER
770,CALABARZON,LAGUNA,,"Famy Infanta Road, Brgy. Tunhac, Famy, Laguna",PVT,EASTERN LAGUNA MEDICAL HOSPITAL,18,Dr. Brigette Ricalde,General,Level 1,049-5019636,elmhfamy@gmail. com,,,,,EASTERN LAGUNA MEDICAL HOSPITAL
771,CALABARZON,LAGUNA,,"J.P. Rizal St., Brgy. Quinale, Paete, Laguna",PVT,PAETE  GENERAL  HOSPITAL,15,Dr. Nona Calabig-Agbay,General,Level 1,(049) 557-0005,paetegeneeralhos pital@yahoo.com,,,,,PAETE  GENERAL  HOSPITAL
772,CALABARZON,LAGUNA,,"#782 National Highway, Brgy. Patimbao, Sta. Cruz, Laguna",PVT,"STA. CRUZ  LAGUNA POLYMEDIC, INC.",17,Dr. June R. Mendoza,General,Level 1,(049) 501-9377,mavic_victoria_vi c@yahoo.com,,,,,"STA. CRUZ  LAGUNA POLYMEDIC, INC."
773,CALABARZON,LAGUNA,,"#1824 J. De Leon St., Sta. Cruz, Laguna",PVT,"LAGUNA HOLY FAMILY HOSPITAL, INC.",55,Dr. Celso S. Ramos,General,Level 2,"049-
5011278/5011280
/5013567",LHFH2014@gmail. com,,,,,"LAGUNA HOLY FAMILY HOSPITAL, INC."
774,CALABARZON,LAGUNA,,"P. Guevarra St., Sitio Mapagmahal, Brgy. Pagsawitan, Sta. Cruz, Laguna",PVT,"LAGUNA DOCTORS HOSPITAL, INC.",96,Dr. Cenon P. San Pedro,General,Level 2,049-5013218,lagunadoctors95 @yahoo.com,,,,,"LAGUNA DOCTORS HOSPITAL, INC."
775,CALABARZON,LAGUNA,,"#780 National Highway, Brgy. Patimbao, Sta.
Cruz, Laguna",PVT,SANTA CRUZ LAGUNA POLYMEDIC INC.,17,Dr. June R. Mendoza,General,Level 1,049-5019377,,mavic_vict oria_vic@y ahoo.com,,,,SANTA CRUZ LAGUNA POLYMEDIC INC.
776,CALABARZON,LAGUNA,,"L. De Leon St., Brgy. M. Acevida, Siniloan, Laguna",PVT,"SINILOAN PIONEER GENERAL HOSPITAL, INC",22,Dr. Florena P. Gualberto,General,Level 1,(049) 576-2989,spgh_21213@yah oo.com,,,,,"SINILOAN PIONEER GENERAL HOSPITAL, INC"
777,CALABARZON,LAGUNA,Binan City,"Blk 11 Lot 3 Southwoods Ecocentrum, Business Park, Brgy. San Francisco, Biñan City, Laguna",PVT,UNIHEALTH-SOUTHWOODS HOSPITAL AND MEDICAL CENTER,100,Dr. Gemmari Dela Merced,General,Level 2,"88616386 /
87752861",admin@unihealth southwoodshospi tal.com,,,,,UNIHEALTH-SOUTHWOODS HOSPITAL AND MEDICAL CENTER
778,CALABARZON,LAGUNA,Binan City,"Platero, Biñan City, Laguna",PVT,"BINAN DOCTORS' HOSPITAL, INCORPORATED",100,Dr. Leo T. Bustamante,General,Level 2,049-5119159,"s.com.ph/ Binandoctors197 @gmail,com",,,,,"BINAN DOCTORS' HOSPITAL, INCORPORATED"
779,CALABARZON,LAGUNA,Binan City,"Brgy. Sto. Niño, Biñan, Laguna",PVT,UPH-DR. JOSE G. TAMAYO MEDICAL CENTER,250,Dr. Ana Sofia Victoria S. Fajardo,General,Level 3,02-7795310-21,hospital@phmch. com,,,,,UPH-DR. JOSE G. TAMAYO MEDICAL CENTER
780,CALABARZON,LAGUNA,Calamba City,"#13 National Highway (Crossing), Brgy. Real, Calamba City, Laguna",PVT,"CALAMBA MEDICAL CENTER, INC.",122,Dr. Marie Catherine Grace J. Remollino,General,Level 2,"049-5459162-63-
65",calambamed@cm c.ph,,,,,"CALAMBA MEDICAL CENTER, INC."
781,CALABARZON,LAGUNA,Calamba City,"J. Yulo Avenue, Barangay Canlubang, Calamba City, Laguna",PVT,"GLOBAL CARE MEDICAL CENTER OF CANLUBANG, INC.",91,Dr. Elizabeth S. Carreon,general,Level 2,049-5205626,gcmccanlubang@ gmail.com,,,,,"GLOBAL CARE MEDICAL CENTER OF CANLUBANG, INC."
782,CALABARZON,LAGUNA,Calamba City,"Km. 49, National Highway, Parian, Calamba City, Laguna",PVT,CALAMBA DOCTORS' HOSPITAL,120,Dr. Domingo O. Amistad,General,Level 2,049-5457371,"amsi_cdh@yahoo
.com",,,,,CALAMBA DOCTORS' HOSPITAL
783,CALABARZON,LAGUNA,Calamba City,"National Highway, Halang, Calamba City, Laguna",PVT,PAMANA MEDICAL CENTER,72,Dr. Louie D. Bagos,General,Level 1,"(049) 502-8850/
(049) 545-6858",pamana_medical_ center@yahoo.co m,,,,,PAMANA MEDICAL CENTER
784,CALABARZON,LAGUNA,Calamba City,"Parian, Calamba City, Laguna",PVT,"ST. JOHN  THE BAPTIST MEDICAL CENTER, INC.",35,Dr. Zenaida Torres,General,Level 1,(049) 545-7258,sjbmi@yahoo.co m,,,,,"ST. JOHN  THE BAPTIST MEDICAL CENTER, INC."
785,CALABARZON,LAGUNA,Calamba City,"218 j.p. Rizal St., Calamba City, Laguna",PVT,GAMEZ  HOSPITAL,12,Dr. Digna M. Gamez,General,Level 1,(0490 545-3461,gamezman@yaho o.com,,,,,GAMEZ  HOSPITAL
786,CALABARZON,LAGUNA,Cabuyao City,"National Highway, Brgy. Barlic, Cabuyao City",PVT,"GLOBAL MEDICAL CENTER OF LAGUNA, INC.",90,Dr. Rocky Danila S. Willis,General,Level 2,0917-8617500,,,,,,"GLOBAL MEDICAL CENTER OF LAGUNA, INC."
787,CALABARZON,LAGUNA,Cabuyao City,"Rosario Village Brgy. Sala, Cabuyao City, Laguna",PVT,"HOLY ROSARY OF CABUYAO HOSPITAL, INC",43,Dr. Donnabelle P. Miranda,General,Level 1,(049) 508-0434,"hr_hrochi@yahoo
.com.ph",,,,,"HOLY ROSARY OF CABUYAO HOSPITAL, INC"
788,CALABARZON,LAGUNA,Cabuyao City,"12 National Road, Barrio Sala, City of Cabuyao, Laguna",PVT,"FIRST CABUYAO HOSPITAL AND MEDICAL CENTER, INC.",100,Dr. Romeo R. Sy,General,Level 2,"02-8768383 / 049-
5598090",firstcare@fchmci. com/ acc.rco@fchmci.c om,,,,,"FIRST CABUYAO HOSPITAL AND MEDICAL CENTER, INC."
789,CALABARZON,LAGUNA,San Pablo City,"C. Colago Avenue, San Pablo City, Laguna",PVT,"COMMUNITY GENERAL HOSPITAL OF SAN PABLO CITY, INC.",99,Dr. Aristeo C. Alvero,General,Level 2,049-5628013,cgh_sanpablo@y ahoo.com,,,,,"COMMUNITY GENERAL HOSPITAL OF SAN PABLO CITY, INC."
790,CALABARZON,LAGUNA,San Pablo City,"P. Alcantara St., San Pablo City, Laguna",PVT,"IMMACULATE CONCEPTION HOSPITAL OF SAN PABLO CITY, INCORPORATED",25,Dr. Jacinta R. Reyes,General,Level 1,(049) 562-8056,ichospital1974@g mail.com,,,,,"IMMACULATE CONCEPTION HOSPITAL OF SAN PABLO CITY, INCORPORATED"
791,CALABARZON,LAGUNA,San Pablo City,"Farconville Subd. San Francisco, San Pablo City, Laguna",PVT,STS. FRANCIS & PAUL GENERAL HOSPITAL,30,Dr. Noel Q. Alidio,General,Level 1,(049) 562-8097,sfpgh74@yahoo.c om,,,,,STS. FRANCIS & PAUL GENERAL HOSPITAL
792,CALABARZON,LAGUNA,San Pablo City,"Maharlika Highway, Brgy. San Rafael, San Pablo City, Laguna",PVT,SAN PABLO COLLEGES MEDICAL CENTER,135,Dr. Roy A. Gutierrez,General,Level 2,049-5620726,spcmedicalcenter @gmail.com,,,,,SAN PABLO COLLEGES MEDICAL CENTER
793,CALABARZON,LAGUNA,San Pablo City,"#55 A. Mabini St., San Pablo City, Laguna",PVT,SAN PABLO DOCTORS HOSPITAL,60,Dr. Carlo M. Brion,General,Level 2,049-5624069,spdhinc_66@yah oo.com,,,,,SAN PABLO DOCTORS HOSPITAL
794,CALABARZON,LAGUNA,Sta. Rosa City,"Provincial Road, Balibago, City of Santa Rosa, Laguna",PVT,"BALIBAGO POLYCLINIC AND HOSPITAL, INC.",25,Dr. Rhodora A. Ramirez,General,Level 1,(049) 534-1591,bph_srl@yahoo.c om,,,,,"BALIBAGO POLYCLINIC AND HOSPITAL, INC."
795,CALABARZON,LAGUNA,Sta. Rosa City,"Rizal Blvd. Brgy. Tagapo, Sta. Rosa City, Laguna",PVT,CITYMEDIC EMERGENCY HOSPITAL CORPORATION,25,Dr. Ann Laurine De Guzman - Manuel,General,Level 1,(049) 302-6356,citymedic4a@yah oo.com,,,,,CITYMEDIC EMERGENCY HOSPITAL CORPORATION
796,CALABARZON,LAGUNA,Sta. Rosa City,"816-A J.P. Rizal Blvd. Brgy. Tagapo, City of Sta Rosa, Laguna",PVT,MARIAN HOSPITAL OF STA. ROSA INC.,24,Dr. Rhonnel B. Foronda,General,Level 1,(049) 502-1358,marian08_hospital @yahoo.com,,,,,MARIAN HOSPITAL OF STA. ROSA INC.
797,CALABARZON,LAGUNA,Sta. Rosa City,"Mariquita Pueblo, Dita, Sta. Rosa City, Laguna",PVT,"ST. JAMES HOSPITAL, INC.",80,"Dr. Marissa S, Santiago",General,Level 2,049-5341254,stjames1993@yah oo.com,,,,,"ST. JAMES HOSPITAL, INC."
798,CALABARZON,LAGUNA,Sta. Rosa City,"RSBS Blvd., San Lorenzo South Balibago, Sta. Rosa City, Laguna",PVT,"UNIHEALTH-STA. ROSA HOSPITAL AND MEDICAL CENTER, INC.
(formerly STA. ROSA HOSPITAL AND MEDICAL CENTER)",99,Dr. Rolando L. Dela Merced,General,Level 2,049-5080915,sydney_sapno@y ahoo.com,,,,,"UNIHEALTH-STA. ROSA HOSPITAL AND MEDICAL CENTER, INC.
(formerly STA. ROSA HOSPITAL AND MEDICAL CENTER)"
799,CALABARZON,LAGUNA,Sta. Rosa City,"Nuvali North, Barangay Sto. Domingo, Sta. Rosa City, Laguna",PVT,QUALIMED HEALTH NETWORK STA ROSA,102,Dr. Lilibeth M. Maravilla,General,Level 2,049-33024015,rparboleda@quali med.cpm.ph,,,,,QUALIMED HEALTH NETWORK STA ROSA
800,CALABARZON,LAGUNA,Sta. Rosa City,"Greenfield City, Brgy. Don Jose, Sta. Rosa City, Laguna",PVT,THE MEDICAL CITY SOUTH LUZON,100,Dr. Jose Antonio M. Salud,General,Level 2,049-5440120,,,,,,THE MEDICAL CITY SOUTH LUZON
801,CALABARZON,LAGUNA,Sta. Rosa City,"National Highway, Tagapo, Santa Rosa, Laguna",PVT,NEW SINAI MDI HOSPITAL,66,Dr. Emmanuel L. Padilla,General,Level 2,02-7590634,nsmdih_starosa@ yahoo.com,,,,,NEW SINAI MDI HOSPITAL
802,CALABARZON,QUEZON,,"147 Quezon St. Brgy Zone 1-Poblacion, Atimonan, Quezon",PVT,"NUESTRA SEÑORA DE LOS ANGELES GENERAL HOSPITAL, INC.",25,Dr. Romane Jesus E. Pillar,General,Level 1,(042) 316-5390,romane_pilar@ya hoo.com,,,,,"NUESTRA SEÑORA DE LOS ANGELES GENERAL HOSPITAL, INC."
803,CALABARZON,QUEZON,,"San Isidro St., Talolong, Lopez, Quezon",PVT,HOLY ROSARY HOSPITAL,60,Dr. Amancio H. Caponpon Jr.,General,Level 1,"(042) 302-5255/
(042) 302-7158",holyrosaryhospita l@yahoo.com,,,,,HOLY ROSARY HOSPITAL
804,CALABARZON,QUEZON,,"Maharlika Highway, Brgy. Danlagan, Lopez, Quezon",PVT,"LOPEZ SAINT JUDE GENERAL HOSPITAL, CORP.",65,Dr. Maria Madonna A. Peralta,General,Level 1,(042) 302-5244,lopezstjude@yah oo.com,,,,,"LOPEZ SAINT JUDE GENERAL HOSPITAL, CORP."
805,CALABARZON,QUEZON,,"Aguinaldo cor Tanyada San Diego, Gumaca, Quezon",PVT,SAN DIEGO DE ALCALA GEN. HOSPITAL,20,Dr. Allan Hilario,General,Level 1,(042) 317-4829,sdagh_gumaca@y ahoo.com,,,,,SAN DIEGO DE ALCALA GEN. HOSPITAL
806,CALABARZON,QUEZON,,"Km 194 Maharlika Highway, Brgy. Rosario, Gumaca, Quezon",PVT,"RAKKK PROPHET MEDICAL CENTER, INC.",50,Dr. Leovigildo L. Leopando,General,Level 2,3177857/3177856,rakkkpmci@yaho o.com,,,,,"RAKKK PROPHET MEDICAL CENTER, INC."
807,,,,"National Highway, Tinamnan, Lucban, Quezon",,,,,,,,hospitallucbanm mg@yahoo.com,,,,,
808,CALABARZON,QUEZON,,,PVT,LUCBAN MMG HOSPITAL,30,Dr. Myrna Cabungcal,General,Level 1,(042) 540-8312,,,,,,LUCBAN MMG HOSPITAL
809,CALABARZON,QUEZON,,"Manuel L. Quezon St., Calauag, Quezon",PVT,CALAUAG ST. PETER GENERAL HOSPITAL,40,Dr. Dinna Blanca L. Valena,General,Level 1,(042) 793-2216,"st.peter78@yahoo
.com",,,,,CALAUAG ST. PETER GENERAL HOSPITAL
810,CALABARZON,QUEZON,,"Mangilag Sur, Candelaria, Quezon",PVT,"UNITED CANDELARIA DOCTORS, INC.",82,Dr. Conrado C. Bukid,General,Level 2,042-5852114,"unitedcandelariad octorshospital@g mail,com",,,,,"UNITED CANDELARIA DOCTORS, INC."
811,CALABARZON,QUEZON,,"Regidor St., Poblacion, Candelaria, Quezon",PVT,"PETER PAUL MEDICAL CENTER OF CANDELARIA, INC.",60,Dr. Techie F. Calibuso,General,Level 2,042-5854531,pppch_1948@yah oo.com,,,,,"PETER PAUL MEDICAL CENTER OF CANDELARIA, INC."
812,CALABARZON,QUEZON,,"Gen Luna. Cor Dalitiwan St., Brgy I, Sariaya, Quezon",,GREG HOSPITAL-SARIAYA INC.,20,Dr. Potenciano A. Andaman,General,Level 1,(042) 717-0126,greghospital_agc @yahoo.com,,,,,GREG HOSPITAL-SARIAYA INC.
813,CALABARZON,QUEZON,Lucena City,"Allarey Extension, Brgy I, Lucena City, Quezon",PVT,MOUNT CARMEL DIOCESAN GENERAL HOSPITAL,178,Most Rev. Mel Rey M. Uy,General,Level 2,042-7102576-77,mcdgh_lucena@y ahoo.com,,,,,MOUNT CARMEL DIOCESAN GENERAL HOSPITAL
814,CALABARZON,QUEZON,Lucena City,"Red-V, Maharlika Hi-way, Ibabang Dupay, Lucena City, Quezon",PVT,LUCENA MMG GENERAL HOSPITAL,122,Dr. David C. Bacungan,General,Level 2,042-3735925,lucenammghosp @yahoo.com,,,,,LUCENA MMG GENERAL HOSPITAL
815,CALABARZON,QUEZON,Lucena City,"P. Gomez Ext., Red-V, Ibabang Dupay, Lucena City",PVT,"ST. ANNE GENERAL HOSPITAL, INC.",80,Dr. Anna Andaman Villanueva,General,Level 2,042-7102218,saghiofficial@yah oo.com.ph,,,,,"ST. ANNE GENERAL HOSPITAL, INC."
816,CALABARZON,QUEZON,Lucena City,"Barangay Isabang, Lucena City, Quezon",PVT,LUCENA UNITED DOCTORS HOSPITAL AND MEDICAL CENTER,111,Dr. Alfredo L. Batario,General,Level 2,042-3736161-64,ludhmc@yahoo.c om.ph,,,,,LUCENA UNITED DOCTORS HOSPITAL AND MEDICAL CENTER
817,CALABARZON,QUEZON,City of Tayabas,"National Road, Brgy. Wakas, City of Tayabas, Quezon",PVT,"TAYABAS COMMUNITY HOSPITAL, INC.",80,Dr. Jeremias M. Gonzales,General,Level 2,042-7932216,tchi1976@yahoo.c om.ph,,,,,"TAYABAS COMMUNITY HOSPITAL, INC."
818,CALABARZON,RIZAL,,"#1 Rainbow Village, Quezon Avenue, Angono, Rizal",PVT,"ANGONO MEDICS HOSPITAL, INC.",87,Dr. Edith S. Tria,General,Level 1,451-1996 loc 110,angonomedicsho spital@ymail.com,,,,,"ANGONO MEDICS HOSPITAL, INC."
819,CALABARZON,RIZAL,,"119 Quezon Avenue, San Isidro, Angono, Rizal",PVT,SAN ISIDRO HOSPITAL,20,Dr. Dominador E. Marcelino,General,Level 1,"451-2397/ 651-
0954",sanisidro_hospita l119@yahoo.com,,,,,SAN ISIDRO HOSPITAL
820,CALABARZON,RIZAL,,"899 National Road, Brgy. Pag-Asa, Binangonan, Rizal",PVT,PAG-ASA HOSPITAL,27,Dr. Maria Rosiete M. Samson,General,Level 1,651-3962,pagasahosp@yah oo.com.ph,,,,,PAG-ASA HOSPITAL
821,CALABARZON,RIZAL,,"Km. 31, Manila East Road, Barangay Tagpos, Binangonan, Rizal",PVT,"BINANGONAN LAKEVIEW HOSPITAL, INC.",88,Dr. Ma. Ignatius E. Cordova,General,Level 2,"5700791/5708663
loc. 124",binangonanlakevi ew@hotmail.com,,,,,"BINANGONAN LAKEVIEW HOSPITAL, INC."
822,CALABARZON,RIZAL,,"#82 J.P. Rizal St. Manggahan, Rodriguez, Rizal",PVT,H VILL HOSPITAL,60,Dr. Ma. Teresa H. Villa- Abrille,General,Level 1,"997-9627/ 997-
8949",hvill.hospital@ya hoo.com,,,,,H VILL HOSPITAL
823,CALABARZON,RIZAL,,"A. Rodriguez Avenue, San Roque, Cainta, Rizal",PVT,METRO RIZAL DOCTORS HOSPITAL AND HEALTH SERVICES COOPERATIVE,33,Dr. Maria Scarlette Medina,General,Level 1,"656-9994/ 656-
4370",mrdhsc_2003@ya hoo.com,,,,,METRO RIZAL DOCTORS HOSPITAL AND HEALTH SERVICES COOPERATIVE
824,CALABARZON,RIZAL,,"Km. 21 Ortigas Ave. Extension, corner Brookside Hills Subd., Brgy. San Isidro, Cainta, Rizal",PVT,"ORTIGAS HOSPITAL AND HEALTHCARE CENTER, INC.",110,Dr. Rico M. Rayos Del Sol,General,Level 2,2466555,cesma0112258@g mail.com,,,,,"ORTIGAS HOSPITAL AND HEALTHCARE CENTER, INC."
825,CALABARZON,RIZAL,,"491 Governor Martinez St., San Juan, Morong, Rizal",PVT,MORONG DOCTOR'S HOSPITAL,35,Dr. Don F. Soriano,General,Level 1,653-2491,morongdoctorsho spital06@yahoo.c om,,,,,MORONG DOCTOR'S HOSPITAL
826,,,,"General Luna, St., Balante, Ampid I, San Mateo, Rizal",,"PADRE PIO MATERNITY AND MEDICAL HOSPITAL, INC.",,Dr. Ivan Anthony D. Panganiban,,,,padrepio_hospital @yahoo.com,,,,,
827,CALABARZON,RIZAL,,,PVT,,25,,General,Level 1,(02) 274-9889,,,,,,
828,CALABARZON,RIZAL,,"#60 General Luna, Banaba, San Mateo, Rizal",PVT,"ST. MATTHEUS MEDICAL HOSPITAL, INC.",50,Dr. Maria Digna C Sabaot,General,Level 1,997-1741,stmattheus_medic alhospital@hotma il.ph,,,,,"ST. MATTHEUS MEDICAL HOSPITAL, INC."
829,CALABARZON,Rizal,,"General Luna Ave., Brgy. Ampid 2, San Mateo, Rizal",PVT,"SAN MATEO MEDICAL CENTER,
INC.  (new)",100,Dr. Juan Paolo Dc. Lagunsad,General,Level 2,,sanmateomedical centerampid@gm ail.com,,,,,"SAN MATEO MEDICAL CENTER,
INC.  (new)"
